8.594020485435815634e-03,2.948979071208532245e-04,1.603948986537638913e-03,1.480554053731413487e-02,9.769206907759126444e-04,6.071048066110290749e-03,3.749020763145369251e-02
1.100844675781587761e-02,3.314825256337134221e-03,1.521403535041885743e-07,7.259109931741654018e-03,5.094803344275989840e-03,9.841259815562218571e-02,1.588349171294365855e-02
4.340550901948311141e-02,4.147506976592740119e-02,8.555332093279971462e-02,1.509009102683820172e-02,8.996075406606834218e-03,3.162357860161089940e-02,2.686881233300814076e-02
2.697732188137787201e-02,6.874326843232307638e-02,3.548771297104327815e-02,5.673791373462452013e-03,9.389469573743324665e-03,1.562798333530852207e-02,1.853592141421536721e-02
5.147566661563036244e-02,4.157202714637071167e-02,4.090627421379738893e-02,1.132161716908691371e-02,1.604076876694365134e-02,5.440393098679369328e-03,2.304908762574197495e-02
1.630106710838653871e-03,3.283766972372345605e-02,5.706582735803889146e-03,3.316166620327162806e-02,2.037500895918842314e-01,8.900019829500883661e-01,1.236394994365811774e-02
8.493854612818070495e-04,3.570191972633161414e-03,1.715656537395638184e-02,2.540816311816384340e-03,1.434424346372847534e-02,7.844842319345655957e-02,8.936689345486191136e-03
3.631085883971222109e-05,3.102983082123272895e-02,8.585420993113939900e-03,2.469357326441773935e-03,9.296110373937103077e-04,8.426936601402463742e-03,1.176076896640061362e-02
5.293041151670518224e-03,3.288017204700457302e-02,3.568758343277090347e-03,1.366477073450281564e-05,1.967755264043903954e-02,3.100111720666243707e-03,3.898143746300034105e-03
9.764184091996393981e-04,5.016792500326909413e-04,3.934533117245749001e-02,2.460945191047871831e-04,1.422318113147670246e-02,5.266475776615232862e-02,7.040195929766270878e-03
